card_no,address,short_name,parent,batch_no,province,city,area
232100,松花江市,松花江市,230000,1,黑龙江,松花江,松花江市
232101,黑龙江省松花江地区双城市,松花江市,230000,1,黑龙江,双城,松花江市
232102,黑龙江省松花江地区尚城市,松花江市,230000,1,黑龙江,尚城,松花江市
232103,黑龙江省松花江地区(1982)五常市,松花江市,230000,1,黑龙江,五常,松花江市
232121,黑龙江省松花江地区阿城市(1982),松花江市,230000,1,黑龙江,阿城,松花江市
232122,黑龙江省松花江地区宾县(1982),松花江市,230000,1,黑龙江,宾县,松花江市
232123,黑龙江省松花江地区呼兰县(1982),松花江市,230000,1,黑龙江,呼兰,松花江市
232124,黑龙江省松花江地区双城市(1982),松花江市,230000,1,黑龙江,双城,松花江市
232125,黑龙江省松花江地区五常市(1982),松花江市,230000,1,黑龙江,五常,松花江市
232126,黑龙江省松花江地区巴彦县(1982),松花江市,230000,1,黑龙江,巴彦,松花江市
232127,黑龙江省松花江地区木兰县(1982),松花江市,230000,1,黑龙江,木兰,松花江市
232128,黑龙江省松花江地区通河县(1982),松花江市,230000,1,黑龙江,通河,松花江市
232129,黑龙江省松花江地区尚志市(1982),松花江市,230000,1,黑龙江,尚志,松花江市
232130,黑龙江省松花江地区方正县(1982),松花江市,230000,1,黑龙江,方正,松花江市
232131,黑龙江省松花江地区延寿县(1982),松花江市,230000,1,黑龙江,延寿,松花江市
232200,齐齐哈尔市,齐齐哈尔市,230000,1,黑龙江,齐齐哈尔,齐齐哈尔市
232221,黑龙江省嫩江地区龙江县(1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,龙江,齐齐哈尔市
232222,黑龙江省嫩江地区讷河县(1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,讷河,齐齐哈尔市
232223,黑龙江省嫩江地区依安县(1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,依安,齐齐哈尔市
232224,黑龙江省嫩江地区泰来县(1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,泰来,齐齐哈尔市
232225,黑龙江省嫩江地区甘南县(1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,甘南,齐齐哈尔市
232226,黑龙江省嫩江地区杜尔伯特蒙古族自治县(1984年12月15日撤消1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,杜尔伯特,齐齐哈尔市
232227,黑龙江省嫩江地区富裕县(1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,富裕,齐齐哈尔市
232228,黑龙江省嫩江地区林甸县(1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,林甸,齐齐哈尔市
232229,黑龙江省嫩江地区克山县(1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,克山,齐齐哈尔市
232230,黑龙江省嫩江地区克东县(1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,克东,齐齐哈尔市
232231,黑龙江省嫩江地区拜泉县(1984年12月15日撤并),齐齐哈尔市,230000,1,黑龙江,拜泉,齐齐哈尔市
232300,绥化市,绥化市,230000,1,黑龙江,绥化,绥化市
232301,黑龙江省绥化地区绥化市(1999年撤销),绥化市,230000,1,黑龙江,绥化,绥化市
232302,黑龙江省绥化地区安达市(1999年撤销),绥化市,230000,1,黑龙江,绥化,绥化市
232303,黑龙江省绥化地区肇东市(1999年撤销)1479,绥化市,230000,1,黑龙江,绥化,绥化市
232321,黑龙江省绥化地区海伦县(1982),绥化市,230000,1,黑龙江,绥化,绥化市
232322,黑龙江省绥化地区肇东县(1982),绥化市,230000,1,黑龙江,绥化,绥化市
232323,黑龙江省绥化地区绥化县(1982),绥化市,230000,1,黑龙江,绥化,绥化市
232324,黑龙江省绥化地区望奎县(1999年撤销),绥化市,230000,1,黑龙江,绥化,绥化市
232325,黑龙江省绥化地区兰西县(1999年撤销),绥化市,230000,1,黑龙江,绥化,绥化市
232326,黑龙江省绥化地区青冈县(1999年撤销),绥化市,230000,1,黑龙江,绥化,绥化市
232327,黑龙江省绥化地区安达县(1982),绥化市,230000,1,黑龙江,绥化,绥化市
232328,黑龙江省绥化地区肇源县(1982),绥化市,230000,1,黑龙江,绥化,绥化市
232329,黑龙江省绥化地区肇州县(1982),绥化市,230000,1,黑龙江,绥化,绥化市
232330,黑龙江省绥化地区庆安县(1999年撤销),绥化市,230000,1,黑龙江,绥化,绥化市
232331,黑龙江省绥化地区明水县(1999年撤销),绥化市,230000,1,黑龙江,绥化,绥化市
232332,黑龙江省绥化地区绥棱县(1999年撤销),绥化市,230000,1,黑龙江,绥化,绥化市
232400,合江市,合江市,230000,1,黑龙江,合江,合江市
232401,黑龙江省合江地区佳木斯市(1982),合江市,230000,1,黑龙江,合江,合江市
232402,黑龙江省合江地区七台河市(1982),合江市,230000,1,黑龙江,合江,合江市
232421,黑龙江省合江地区富锦县(1982),合江市,230000,1,黑龙江,合江,合江市
232422,黑龙江省合江地区桦南县(1982),合江市,230000,1,黑龙江,合江,合江市
232423,黑龙江省合江地区依兰县(1982),合江市,230000,1,黑龙江,合江,合江市
232424,黑龙江省合江地区勃利县(1982),合江市,230000,1,黑龙江,合江,合江市
232425,黑龙江省合江地区集贤县(1982),合江市,230000,1,黑龙江,合江,合江市
232426,黑龙江省合江地区桦川县(1982),合江市,230000,1,黑龙江,合江,合江市
232427,黑龙江省合江地区宝清县(1982),合江市,230000,1,黑龙江,合江,合江市
232428,黑龙江省合江地区汤原县(1982),合江市,230000,1,黑龙江,合江,合江市
232429,黑龙江省合江地区绥滨县(1982),合江市,230000,1,黑龙江,合江,合江市
232430,黑龙江省合江地区萝北县(1982),合江市,230000,1,黑龙江,合江,合江市
232431,黑龙江省合江地区同江县(1982),合江市,230000,1,黑龙江,合江,合江市
232432,黑龙江省合江地区饶河县(1982),合江市,230000,1,黑龙江,合江,合江市
232433,黑龙江省合江地区抚远县(1982),合江市,230000,1,黑龙江,合江,合江市
232500,牡丹江市,牡丹江市,230000,1,黑龙江,牡丹江,牡丹江市
232501,黑龙江省牡丹江地区牡丹江市(1982),牡丹江市,230000,1,黑龙江,牡丹江,牡丹江市
232502,黑龙江省牡丹江地区绥芬河市(1982),牡丹江市,230000,1,黑龙江,牡丹江,牡丹江市
232521,黑龙江省牡丹江地区宁安县(1982),牡丹江市,230000,1,黑龙江,牡丹江,牡丹江市
232522,黑龙江省牡丹江地区海林县(1982),牡丹江市,230000,1,黑龙江,牡丹江,牡丹江市
232523,黑龙江省牡丹江地区穆棱县(1982),牡丹江市,230000,1,黑龙江,牡丹江,牡丹江市
232524,黑龙江省牡丹江地区东宁县(1982),牡丹江市,230000,1,黑龙江,牡丹江,牡丹江市
232525,黑龙江省牡丹江地区林口县(1982),牡丹江市,230000,1,黑龙江,牡丹江,牡丹江市
232526,黑龙江省牡丹江地区鸡东县(1982),牡丹江市,230000,1,黑龙江,牡丹江,牡丹江市
232527,黑龙江省牡丹江地区密山县(1982)1518,牡丹江市,230000,1,黑龙江,牡丹江,牡丹江市
232600,黑河市,黑河市,230000,1,黑龙江,黑河,黑河市
232601,黑龙江省黑河地区黑河市(1982),黑河市,230000,1,黑龙江,黑河,黑河市
232602,黑龙江省黑河地区北安市,黑河市,230000,1,黑龙江,黑河,黑河市
232603,黑龙江省黑河地区五大连池市,黑河市,230000,1,黑龙江,黑河,黑河市
232621,黑龙江省黑河地区北安县(1982),黑河市,230000,1,黑龙江,黑河,黑河市
232622,黑龙江省黑河地区嫩江县(1982),黑河市,230000,1,黑龙江,黑河,黑河市
232623,黑龙江省黑河地区德都县(1982),黑河市,230000,1,黑龙江,黑河,黑河市
232624,黑龙江省黑河地区爱辉县(1982),黑河市,230000,1,黑龙江,黑河,黑河市
232625,黑龙江省黑河地区逊克县(1982),黑河市,230000,1,黑龙江,黑河,黑河市
232626,黑龙江省黑河地区孙吴县(1982),黑河市,230000,1,黑龙江,黑河,黑河市
232627,黑龙江省黑河地区(1982)通北,黑河市,230000,1,黑龙江,黑河,黑河市
232700,黑龙江省大兴安岭地区,大兴安岭地区,230000,1,黑龙江,大兴安岭,大兴安岭地区
232701,黑龙江省大兴安岭地区加格达奇区(2006年设立),大兴安岭市,232700,1,黑龙江,加格达奇,大兴安岭市
232702,黑龙江省大兴安岭地区松岭区(2006年设立),大兴安岭市,232700,1,黑龙江,松岭,大兴安岭市
232703,黑龙江省大兴安岭地区新林区(2006年设立),大兴安岭市,232700,1,黑龙江,新林,大兴安岭市
232704,黑龙江省大兴安岭地区呼中区(2006年设立),大兴安岭市,232700,1,黑龙江,呼中,大兴安岭市
232721,黑龙江省大兴安岭地区呼玛县,呼玛县,232700,1,黑龙江,呼玛,呼玛县
232722,黑龙江省大兴安岭地区塔河县,塔河县,232700,1,黑龙江,塔河,塔河县
232723,黑龙江省大兴安岭地区漠河县,漠河县,232700,1,黑龙江,漠河,漠河县
232724,黑龙江省大兴安岭地区漠河县,大兴安岭市,232700,1,黑龙江,漠河,大兴安岭市
232725,黑龙江省大兴安岭地区松岭区(19820101--19921231),大兴安岭市,232700,1,黑龙江,松岭,大兴安岭市
232726,黑龙江省大兴安岭地区新林区(19820101--19921231),大兴安岭市,232700,1,黑龙江,新林,大兴安岭市
232727,黑龙江省大兴安岭地区呼中区(19820101--19921231),大兴安岭市,232700,1,黑龙江,呼中,大兴安岭市
232741,黑龙江大兴安岭地区加格达奇区,大兴安岭市,232700,1,黑龙江,加格达奇,大兴安岭市
232742,黑龙江大兴安岭地区松岭区,大兴安岭市,232700,1,黑龙江,松岭,大兴安岭市
232743,黑龙江大兴安岭地区新林区,大兴安岭市,232700,1,黑龙江,新林,大兴安岭市
232744,黑龙江大兴安岭地区呼中区,大兴安岭市,232700,1,黑龙江,呼中,大兴安岭市
239000,省直辖行政单位,省直辖行政单位,230000,1,黑龙江,省直辖,
239001,黑龙江省省直辖行政单位绥芬河市,省直辖行政单位,230000,1,黑龙江,绥芬河,
239002,黑龙江省省直辖行政单位阿城市,省直辖行政单位,230000,1,黑龙江,阿城,
239003,黑龙江省省直辖行政单位同江市,省直辖行政单位,230000,1,黑龙江,同江,
239004,黑龙江省省直辖行政单位富锦市,省直辖行政单位,230000,1,黑龙江,富锦,
239005,黑龙江省省直辖行政单位铁力市,省直辖行政单位,230000,1,黑龙江,铁力,
239006,黑龙江省省直辖行政单位密山市,省直辖行政单位,230000,1,黑龙江,密山,
310000,上海市,上海市,ROOT,1,上海,上海,上海市
310100,上海市市辖区,市辖区,310000,1,上海,上海,市辖区
310101,上海市市辖区黄浦区,黄浦区,310100,1,上海,上海,黄浦
310102,南市区,南市区,310100,1,上海,上海,南市
310103,卢湾区,卢湾区,310100,1,上海,上海,卢湾
310104,上海市市辖区徐汇区,徐汇区,310100,1,上海,上海,徐汇
310105,上海市市辖区长宁区,长宁区,310100,1,上海,上海,长宁
310106,上海市市辖区静安区,静安区,310100,1,上海,上海,静安
310107,上海市市辖区普陀区,普陀区,310100,1,上海,上海,普陀
310108,上海市市辖区闸北区,闸北区,310100,1,上海,上海,闸北
310109,上海市市辖区虹口区,虹口区,310100,1,上海,上海,虹口
310110,上海市市辖区杨浦区,杨浦区,310100,1,上海,上海,杨浦
310111,吴凇区,吴凇区,310100,1,上海,上海,吴凇
310112,上海市市辖区闵行区,闵行区,310100,1,上海,上海,闵行
310113,上海市市辖区宝山区,宝山区,310100,1,上海,上海,宝山
310114,上海市市辖区嘉定区,嘉定区,310100,1,上海,上海,嘉定
310115,上海市市辖区浦东新区,浦东新区,310100,1,上海,上海,浦东
310116,上海市市辖区金山区,金山区,310100,1,上海,上海,金山
310117,上海市市辖区松江区,松江区,310100,1,上海,上海,松江
310118,上海市市辖区青浦区,青浦区,310100,1,上海,上海,青浦
310119,南汇区,南汇区,310100,1,上海,上海,南汇
310120,上海市市辖区奉贤区,奉贤区,310100,1,上海,上海,奉贤
310200,上海市县,县,310000,1,上海,上海,县
310221,上海县,上海县,310200,1,上海,上海,上海县
310222,嘉定县,嘉定县,310200,1,上海,上海,嘉定县
310223,宝山县,宝山县,310200,1,上海,上海,宝山县
310224,川沙县,川沙县,310200,1,上海,上海,川沙县
310225,南汇县,南汇县,310200,1,上海,上海,南汇县
310226,奉贤县,奉贤县,310200,1,上海,上海,奉贤县
310227,松江县,松江县,310200,1,上海,上海,松江县
310228,金山县,金山县,310200,1,上海,上海,金山县
310229,青浦县,青浦县,310200,1,上海,上海,青浦县
310230,上海市县崇明县,崇明县,310200,1,上海,上海,崇明县
320000,江苏省,江苏省,ROOT,1,江苏,江苏,江苏省
320100,江苏省南京市,南京市,320000,1,江苏,南京,南京市
320101,江苏省南京市市辖区,市辖区,320100,1,江苏,南京,市辖区
320102,江苏省南京市玄武区,玄武区,320100,1,江苏,南京,玄武区
320103,江苏省南京市白下区,南京市,320100,1,江苏,南京,南京市
320104,江苏省南京市秦淮区,秦淮区,320100,1,江苏,南京,秦淮区
320105,江苏省南京市建邺区,建邺区,320100,1,江苏,南京,建邺区
320106,江苏省南京市鼓楼区,鼓楼区,320100,1,江苏,南京,鼓楼区
320107,江苏省南京市下关区,南京市,320100,1,江苏,南京,南京市
320111,江苏省南京市浦口区,浦口区,320100,1,江苏,南京,浦口区
320112,江苏省南京市大厂区(2002年撤销),南京市,320100,1,江苏,南京,南京市
320113,江苏省南京市栖霞区,栖霞区,320100,1,江苏,南京,栖霞区
320114,江苏省南京市雨花台区,雨花台区,320100,1,江苏,南京,雨花台区
320115,江苏省南京市江宁区,江宁区,320100,1,江苏,南京,江宁区
320116,江苏省南京市六合区,六合区,320100,1,江苏,南京,六合区
320117,江苏省南京市溧水区,溧水区,320100,1,江苏,南京,溧水区
320118,江苏省南京市高淳区,高淳区,320100,1,江苏,南京,高淳区
320120,江苏省南京市南京市区(1982),南京市,320100,1,江苏,南京,南京市
320121,江苏省南京市江宁县(2000年撤销),南京市,320100,1,江苏,南京,南京市
320122,江苏省南京市江浦县(2002年撤销),南京市,320100,1,江苏,南京,南京市
320123,江苏省南京市六合县(2002年撤销),南京市,320100,1,江苏,南京,南京市
320124,江苏省南京市溧水县,南京市,320100,1,江苏,南京,南京市
320125,江苏省南京市高淳县,南京市,320100,1,江苏,南京,南京市
320200,江苏省无锡市,无锡市,320000,1,江苏,无锡,无锡市
320201,江苏省无锡市市辖区,市辖区,320200,1,江苏,无锡,市辖区
320202,江苏省无锡市崇安区,崇安区,320200,1,江苏,无锡,崇安区
320203,江苏省无锡市南长区,南长区,320200,1,江苏,无锡,南长区
320204,江苏省无锡市北塘区,北塘区,320200,1,江苏,无锡,北塘区
320205,江苏省无锡市锡山区,锡山区,320200,1,江苏,无锡,锡山区
320206,江苏省无锡市惠山区,惠山区,320200,1,江苏,无锡,惠山区
320207,江苏省无锡市无锡新区,无锡市,320200,1,江苏,无锡,无锡市
320211,江苏省无锡市滨湖区,滨湖区,320200,1,江苏,无锡,滨湖区
320212,江苏省无锡市马山区(2000年撤并),无锡市,320200,1,江苏,无锡,无锡市
320221,江苏省无锡市江阴县(19830118--19870422),无锡市,320200,1,江苏,无锡,无锡市
320222,江苏省无锡市无锡县,无锡市,320200,1,江苏,无锡,无锡市
320223,江苏省无锡市宜兴县(19830118--19880108),无锡市,320200,1,江苏,无锡,无锡市
320281,江苏省无锡市江阴市,江阴市,320200,1,江苏,无锡,江阴市
320282,江苏省无锡市宜兴市,宜兴市,320200,1,江苏,无锡,宜兴市
320283,江苏省无锡市锡山市(2000年撤销),无锡市,320200,1,江苏,无锡,无锡市
320300,江苏省徐州市,徐州市,320000,1,江苏,徐州,徐州市
320301,江苏省徐州市市辖区,市辖区,320300,1,江苏,徐州,市辖区
320302,江苏省徐州市鼓楼区,鼓楼区,320300,1,江苏,徐州,鼓楼区
320303,江苏省徐州市云龙区,云龙区,320300,1,江苏,徐州,云龙区
320304,江苏省徐州市九里区,徐州市,320300,1,江苏,徐州,徐州市
320305,江苏省徐州市贾汪区,贾汪区,320300,1,江苏,徐州,贾汪区
320311,江苏省徐州市泉山区,泉山区,320300,1,江苏,徐州,泉山区
320312,江苏省徐州市铜山区,铜山区,320300,1,江苏,徐州,铜山区
320321,江苏省徐州市丰县,丰县,320300,1,江苏,徐州,丰县
320322,江苏省徐州市沛县,沛县,320300,1,江苏,徐州,沛县
320323,江苏省徐州市铜山县,徐州市,320300,1,江苏,徐州,徐州市
320324,江苏省徐州市睢宁县,睢宁县,320300,1,江苏,徐州,睢宁县
320325,江苏省徐州市邳县,徐州市,320300,1,江苏,徐州,徐州市
320326,江苏省徐州市新沂县,徐州市,320300,1,江苏,徐州,徐州市
320381,江苏省徐州市新沂市,新沂市,320300,1,江苏,徐州,新沂市
320382,江苏省徐州市邳州市,邳州市,320300,1,江苏,徐州,邳州市
320400,江苏省常州市,常州市,320000,1,江苏,常州,常州市
320401,江苏省常州市市辖区,市辖区,320400,1,江苏,常州,市辖区
320402,江苏省常州市天宁区,天宁区,320400,1,江苏,常州,天宁区
320403,江苏省常州市广化区,常州市,320400,1,江苏,常州,常州市
320404,江苏省常州市钟楼区,钟楼区,320400,1,江苏,常州,钟楼区
320405,江苏省常州市戚墅堰区,常州市,320400,1,江苏,常州,常州市
320411,江苏省常州市新北区,新北区,320400,1,江苏,常州,新北区
320412,江苏省常州市武进区,武进区,320400,1,江苏,常州,武进区
320413,江苏省常州市金坛区,金坛区,320400,1,江苏,常州,金坛区
320421,江苏省常州市武进县,常州市,320400,1,江苏,常州,常州市
320422,江苏省常州市金坛县,常州市,320400,1,江苏,常州,常州市
320423,江苏省常州市溧阳县,常州市,320400,1,江苏,常州,常州市
320481,江苏省常州市溧阳市,溧阳市,320400,1,江苏,常州,溧阳市
320482,江苏省常州市金坛市,常州市,320400,1,江苏,常州,常州市
320483,江苏省常州市武进市(2002年撤销),常州市,320400,1,江苏,常州,常州市
320500,江苏省苏州市,苏州市,320000,1,江苏,苏州,苏州市
320501,江苏省苏州市市辖区,市辖区,320500,1,江苏,苏州,市辖区
320502,江苏省苏州市沧浪区,苏州市,320500,1,江苏,苏州,苏州市
320503,江苏省苏州市平江区,苏州市,320500,1,江苏,苏州,苏州市
320504,江苏省苏州市金阊区,苏州市,320500,1,江苏,苏州,苏州市
320505,江苏省苏州市虎丘区,虎丘区,320500,1,江苏,苏州,虎丘区
320506,江苏省苏州市吴中区,吴中区,320500,1,江苏,苏州,吴中区
320507,江苏省苏州市相城区,相城区,320500,1,江苏,苏州,相城区
320508,江苏省苏州市姑苏区,姑苏区,320500,1,江苏,苏州,姑苏区
320509,江苏省苏州市吴江区,吴江区,320500,1,江苏,苏州,吴江区
320511,江苏省苏州市郊区(2000年更名),苏州市,320500,1,江苏,苏州,苏州市
320520,江苏省苏州市常熟市(19830118--19871231),苏州市,320500,1,江苏,苏州,苏州市
320521,江苏省苏州市沙洲县(19830118--19860915),苏州市,320500,1,江苏,苏州,苏州市
320522,江苏省苏州市太仓县,苏州市,320500,1,江苏,苏州,苏州市
320523,江苏省苏州市昆山县,苏州市,320500,1,江苏,苏州,苏州市
320524,江苏省苏州市吴县,苏州市,320500,1,江苏,苏州,苏州市
320525,江苏省苏州市吴江县,苏州市,320500,1,江苏,苏州,苏州市
320581,江苏省苏州市常熟市,常熟市,320500,1,江苏,苏州,常熟市
320582,江苏省苏州市张家港市,张家港市,320500,1,江苏,苏州,张家港市
320583,江苏省苏州市昆山市,昆山市,320500,1,江苏,苏州,昆山市
320584,江苏省苏州市吴江市,苏州市,320500,1,江苏,苏州,苏州市
320585,江苏省苏州市太仓市,太仓市,320500,1,江苏,苏州,太仓市
320586,江苏省苏州市吴县市(2000年撤销),苏州市,320500,1,江苏,苏州,苏州市
320600,江苏省南通市,南通市,320000,1,江苏,南通,南通市
320601,江苏省南通市市辖区,市辖区,320600,1,江苏,南通,市辖区
320602,江苏省南通市崇川区,崇川区,320600,1,江苏,南通,崇川区
320611,江苏省南通市港闸区,港闸区,320600,1,江苏,南通,港闸区
320612,江苏省南通市通州区,通州区,320600,1,江苏,南通,通州区
320621,江苏省南通市海安县,海安县,320600,1,江苏,南通,海安县
320622,江苏省南通市如皋县1674,南通市,320600,1,江苏,南通,南通市
320623,江苏省南通市如东县,如东县,320600,1,江苏,南通,如东县
320624,江苏省南通市南通县,南通市,320600,1,江苏,南通,南通市
320625,江苏省南通市海门县,南通市,320600,1,江苏,南通,南通市
320626,江苏省南通市启东县,南通市,320600,1,江苏,南通,南通市
320681,江苏省南通市启东市,启东市,320600,1,江苏,南通,启东市
320682,江苏省南通市如皋市,如皋市,320600,1,江苏,南通,如皋市
320683,江苏省南通市通州市,南通市,320600,1,江苏,南通,南通市
320684,江苏省南通市海门市,海门市,320600,1,江苏,南通,海门市
320700,江苏省连云港市,连云港市,320000,1,江苏,连云港,连云港市
320701,江苏省连云港市市辖区,市辖区,320700,1,江苏,连云港,市辖区
320702,江苏省连云港市新海区,连云港市,320700,1,江苏,连云港,连云港市
320703,江苏省连云港市连云区,连云区,320700,1,江苏,连云港,连云区
320704,江苏省连云港市云台区(2001年撤销),连云港市,320700,1,江苏,连云港,连云港市
320705,江苏省连云港市新浦区,连云港市,320700,1,江苏,连云港,连云港市
320706,江苏省连云港市海州区,海州区,320700,1,江苏,连云港,海州区
320707,江苏省连云港市赣榆区,赣榆区,320700,1,江苏,连云港,赣榆区
320721,江苏省连云港市赣榆县,连云港市,320700,1,江苏,连云港,连云港市
320722,江苏省连云港市东海县,东海县,320700,1,江苏,连云港,东海县
320723,江苏省连云港市灌云县,灌云县,320700,1,江苏,连云港,灌云县
320724,江苏省连云港市灌南县,灌南县,320700,1,江苏,连云港,灌南县
320800,江苏省淮安市,淮安市,320000,1,江苏,淮安,淮安市
320801,江苏省淮安市市辖区,市辖区,320800,1,江苏,淮安,市辖区
320802,江苏省淮安市清河区,清河区,320800,1,江苏,淮安,清河区
320803,江苏省淮安市淮安区,淮安区,320800,1,江苏,淮安,淮安区
320804,江苏省淮安市淮阴区,淮阴区,320800,1,江苏,淮安,淮阴区
320811,江苏省淮安市清浦区,清浦区,320800,1,江苏,淮安,清浦区
320821,江苏省淮阴市淮阴县(2000年撤销),淮阴市,320800,1,江苏,淮阴,淮阴市
320822,江苏省淮安市灌南县,淮阴市,320800,1,江苏,淮阴,淮阴市
320823,江苏省淮安市沭阳县,淮阴市,320800,1,江苏,淮阴,淮阴市
320824,江苏省淮阴市宿迁县(19830118--19871214),淮阴市,320800,1,江苏,淮阴,淮阴市
320825,江苏省淮安市泗阳县,淮阴市,320800,1,江苏,淮阴,淮阴市
320826,江苏省淮安市涟水县,涟水县,320800,1,江苏,淮安,涟水县
320827,江苏省淮安市泗洪县,淮阴市,320800,1,江苏,淮阴,淮阴市
320828,江苏省淮阴市淮安县(19830118--19871221),淮阴市,320800,1,江苏,淮阴,淮阴市
320829,江苏省淮安市洪泽县,洪泽县,320800,1,江苏,淮安,洪泽县
320830,江苏省淮安市盱眙县,盱眙县,320800,1,江苏,淮安,盱眙县
320831,江苏省淮安市金湖县,金湖县,320800,1,江苏,淮安,金湖县
320881,江苏省淮安市宿迁市,淮阴市,320800,1,江苏,淮阴,淮阴市
320882,江苏省淮阴市淮安市(2000年撤销),淮阴市,320800,1,江苏,淮阴,淮阴市
320900,江苏省盐城市,盐城市,320000,1,江苏,盐城,盐城市
320901,江苏省盐城市市辖区,市辖区,320900,1,江苏,盐城,市辖区
320902,江苏省盐城市亭湖区,亭湖区,320900,1,江苏,盐城,亭湖区
320903,江苏省盐城市盐都区,盐都区,320900,1,江苏,盐城,盐都区
320904,江苏省盐城市大丰区,大丰区,320900,1,江苏,盐城,大丰区
320911,江苏省盐城市郊区,盐城市,320900,1,江苏,盐城,盐城市
320921,江苏省盐城市响水县,响水县,320900,1,江苏,盐城,响水县
320922,江苏省盐城市滨海县,滨海县,320900,1,江苏,盐城,滨海县
320923,江苏省盐城市阜宁县,阜宁县,320900,1,江苏,盐城,阜宁县
320924,江苏省盐城市射阳县,射阳县,320900,1,江苏,盐城,射阳县
320925,江苏省盐城市建湖县,建湖县,320900,1,江苏,盐城,建湖县
320926,江苏省盐城市大丰县,盐城市,320900,1,江苏,盐城,盐城市
320927,江苏省盐城市东台县,盐城市,320900,1,江苏,盐城,盐城市
320928,江苏省盐城市盐都县(2003年撤销),盐城市,320900,1,江苏,盐城,盐城市
320981,江苏省盐城市东台市,东台市,320900,1,江苏,盐城,东台市
320982,江苏省盐城市大丰市,盐城市,320900,1,江苏,盐城,盐城市
321000,江苏省扬州市,扬州市,320000,1,江苏,扬州,扬州市
321001,江苏省扬州市市辖区,市辖区,321000,1,江苏,扬州,市辖区
321002,江苏省扬州市广陵区,广陵区,321000,1,江苏,扬州,广陵区
321003,江苏省扬州市邗江区,邗江区,321000,1,江苏,扬州,邗江区
321004,江苏省扬州市扬州市开发区,扬州市,321000,1,江苏,扬州,扬州市
321011,江苏省扬州市郊区,扬州市,321000,1,江苏,扬州,扬州市
321012,江苏省扬州市江都区,江都区,321000,1,江苏,扬州,江都区
321019,江苏仪征市(19860421--19871231),扬州市,321000,1,江苏,扬州,扬州市
321020,江苏省扬州市泰州市(19830118--19871231),扬州市,321000,1,江苏,扬州,扬州市
321021,江苏省扬州市兴化县(19830118--19871231),扬州市,321000,1,江苏,扬州,扬州市
321022,江苏省扬州市高邮县,扬州市,321000,1,江苏,扬州,扬州市
321023,江苏省扬州市宝应县,宝应县,321000,1,江苏,扬州,宝应县
321024,江苏省扬州市靖江县,扬州市,321000,1,江苏,扬州,扬州市
321025,江苏省扬州市泰兴县,扬州市,321000,1,江苏,扬州,扬州市
321026,江苏省扬州市江都县,扬州市,321000,1,江苏,扬州,扬州市
321027,江苏省扬州市邗江县(2000年撤销),扬州市,321000,1,江苏,扬州,扬州市
321028,江苏省扬州市泰县,扬州市,321000,1,江苏,扬州,扬州市
321029,江苏扬州市--仪征(19830118--19860420),扬州市,321000,1,江苏,扬州,扬州市
321081,江苏省扬州市仪征市,仪征市,321000,1,江苏,扬州,仪征市
321082,江苏省扬州市泰州市,扬州市,321000,1,江苏,扬州,扬州市
321083,江苏省扬州市兴化市,扬州市,321000,1,江苏,扬州,扬州市
321084,江苏省扬州市高邮市,高邮市,321000,1,江苏,扬州,高邮市
321085,江苏省扬州市泰兴市(19920921--19921231),扬州市,321000,1,江苏,扬州,扬州市
321086,江苏省扬州市靖江市,扬州市,321000,1,江苏,扬州,扬州市
321087,江苏省扬州市江都市,扬州市,321000,1,江苏,扬州,扬州市
321088,江苏省扬州市江都市,扬州市,321000,1,江苏,扬州,扬州市
321100,江苏省镇江市,镇江市,320000,1,江苏,镇江,镇江市
321101,江苏省镇江市市辖区,市辖区,321100,1,江苏,镇江,市辖区
321102,江苏省镇江市京口区,京口区,321100,1,江苏,镇江,京口区
321111,江苏省镇江市润州区,润州区,321100,1,江苏,镇江,润州区
321112,江苏省镇江市丹徒区,丹徒区,321100,1,江苏,镇江,丹徒区
321121,江苏省镇江市丹徒县(2002年撤销),镇江市,321100,1,江苏,镇江,镇江市
321122,江苏省镇江市丹阳县,镇江市,321100,1,江苏,镇江,镇江市
321123,江苏省镇江市句容县,镇江市,321100,1,江苏,镇江,镇江市
321124,江苏省镇江市扬中县,镇江市,321100,1,江苏,镇江,镇江市
321181,江苏省镇江市丹阳市,丹阳市,321100,1,江苏,镇江,丹阳市
321182,江苏省镇江市扬中市,扬中市,321100,1,江苏,镇江,扬中市
321183,江苏省镇江市句容市,句容市,321100,1,江苏,镇江,句容市
321200,江苏省泰州市,泰州市,320000,1,江苏,泰州,泰州市
321201,江苏省泰州市市辖区,市辖区,321200,1,江苏,泰州,市辖区
321202,江苏省泰州市海陵区,海陵区,321200,1,江苏,泰州,海陵区
321203,江苏省泰州市高港区,高港区,321200,1,江苏,泰州,高港区
321204,江苏省泰州市姜堰区,姜堰区,321200,1,江苏,泰州,姜堰区
